Data from NBA_on_CF_RB_201005_RamanShift__0__15-47-32-599.txt Node

Date: Mon Oct 05 15:47:32 CEST 2020
User: ivo
Spectrometer: V785-0007
Storing dark spectrum: false
Scans to average: 10
Trigger mode: 0
Integration Time (sec): 5.000000E-1
Boxcar width: 0
XAxis mode: Raman Shifts
Number of Pixels in Spectrum: 1024
>>>>>Begin Spectral Data<<<<<
297.009	722.7
299.215	808.2
301.419	869.3
303.623	895.1
305.825	857.2
308.026	789.9
310.227	682.2
312.426	571.1
314.625	500.3
316.822	458.3
319.019	451.6
321.214	439
323.409	442.9
325.602	447.1
327.795	474.4
329.987	533.2
332.177	635.7
334.367	740.3
336.555	820.4
338.743	843.1
340.93	797.2
343.115	707.5
345.3	610.6
347.484	525.9
349.666	470.8
351.848	450.2
354.029	439
356.209	439.8
358.387	441.6
360.565	450.6
362.742	439.3
364.918	444.3
367.092	436.5
369.266	451.5
371.439	456.8
373.611	452.8
375.782	445.9
377.952	449.2
380.12	445.5
382.288	438.3
384.455	436.3
386.621	440.4
388.786	434.6
390.95	421
393.113	420.9
395.275	421.9
397.436	415.5
399.596	431
401.755	415.4
403.913	420.4
406.07	412.6
408.226	411.1
410.381	417.6
412.535	400.9
414.688	389
416.84	394.9
418.991	403.1
421.141	393.7
423.29	392.7
425.438	392.6
427.585	388.4
429.731	395.2
431.876	391.2
434.021	400.1
436.164	386.3
438.306	390
440.447	393.6
442.587	393.7
444.726	389.3
446.864	388.5
449.002	388
451.138	384.2
453.273	393.9
455.407	387.4
457.54	395.9
459.673	408.3
461.804	410.5
463.934	403.3
466.063	405.3
468.191	404.3
470.319	403
472.445	413.8
474.57	406.6
476.694	400.9
478.818	399.7
480.94	413.9
483.061	411.7
485.182	417.8
487.301	409
489.419	418.3
491.536	421.7
493.653	412.5
495.768	419.4
497.882	425.3
499.996	427.7
502.108	447
504.219	468.7
506.33	505
508.439	553.4
510.547	578.3
512.655	596.1
514.761	584.4
516.866	546.7
518.971	500.7
521.074	461.7
523.176	446
525.278	442.2
527.378	440.5
529.477	458.7
531.576	481.3
533.673	518
535.769	558.9
537.865	588.5
539.959	580.7
542.053	548.7
544.145	504.9
546.236	463.9
548.327	426.4
550.416	420.4
552.504	414.2
554.592	408.5
556.678	411.9
558.764	409.2
560.848	405.5
562.931	406.2
565.014	410.9
567.095	414.9
569.176	406.8
571.255	404.7
573.333	412
575.411	410.4
577.487	411.3
579.563	411.5
581.637	406.5
583.71	408
585.783	408.1
587.854	415.4
589.925	411.8
591.994	416.8
594.062	411.5
596.13	423.8
598.196	419.8
600.262	426.1
602.326	428.2
604.39	433.8
606.452	435.4
608.513	452.2
610.574	455.7
612.633	492.8
614.692	563.5
616.749	710.2
618.805	1041.9
620.861	1477
622.915	1770.6
624.969	1846.4
627.021	1769
629.072	1466
631.123	1022.6
633.172	704.9
635.221	542.9
637.268	485.8
639.314	443.3
641.36	433.1
643.404	415.1
645.447	408.9
647.49	411.8
649.531	412.8
651.572	409.6
653.611	403
655.649	410.3
657.687	403.5
659.723	411.5
661.758	412.7
663.793	410.8
665.826	412.4
667.858	417
669.89	425.1
671.92	443.3
673.95	477.1
675.978	515.8
678.005	561.5
680.032	645.9
682.057	763.9
684.081	847.7
686.105	885.7
688.127	871.4
690.148	788.2
692.169	668.5
694.188	552
696.206	479.3
698.223	443.8
700.24	441.8
702.255	431.4
704.269	425.2
706.283	412.2
708.295	407.5
710.306	412.9
712.316	415.8
714.326	411.2
716.334	412.9
718.341	416.9
720.348	414.5
722.353	409.6
724.357	418.1
726.36	410.4
728.363	422
730.364	432.7
732.364	454.4
734.363	511.9
736.361	614.2
738.359	665.7
740.355	690.4
742.35	678.7
744.344	626.6
746.337	536.2
748.33	460.8
750.321	426.8
752.311	406.8
754.3	410
756.288	406.3
758.275	412.2
760.262	414.4
762.247	403.3
764.231	415.2
766.214	409.9
768.196	416.9
770.177	417.3
772.157	406.9
774.137	421.3
776.115	418.3
778.092	419.8
780.068	407.9
782.043	408.5
784.017	413.7
785.99	401.4
787.962	410
789.933	407.5
791.903	403.8
793.872	412.1
795.84	409.3
797.807	413.1
799.773	405.6
801.738	417.1
803.702	434.3
805.665	443.3
807.627	469.8
809.588	502.9
811.548	532.5
813.507	569.1
815.465	589.3
817.422	597.2
819.378	592.1
821.333	565.9
823.287	536.5
825.24	503.2
827.192	484.5
829.143	458.6
831.093	451.1
833.042	448.6
834.99	447.1
836.936	464.9
838.882	468.3
840.827	502.1
842.771	520.1
844.714	545.7
846.656	580.1
848.597	631.7
850.536	682.3
852.475	721.9
854.413	785
856.35	871.3
858.286	1086.8
860.22	1622.3
862.154	2643.9
864.087	3583.4
866.019	3975.3
867.95	3964.9
869.879	3482.7
871.808	2480.6
873.736	1471.2
875.662	934.1
877.588	698.1
879.513	617.4
881.437	570.5
883.359	516.3
885.281	487.4
887.202	461.8
889.121	456.7
891.04	443.2
892.958	435.1
894.874	422.2
896.79	425.3
898.704	429.8
900.618	419.3
902.531	410.5
904.442	415.5
906.353	411.4
908.262	409.6
910.171	400.3
912.078	409.2
913.985	406.7
915.891	412.8
917.795	410.2
919.699	410.9
921.601	415.9
923.503	406.6
925.403	410.3
927.303	407.3
929.201	404.3
931.098	403.8
932.995	419.2
934.89	410.9
936.785	400.9
938.678	409.4
940.571	397.5
942.462	404.1
944.352	394.5
946.242	401.3
948.13	395
950.017	387.4
951.904	381
953.789	373.6
955.674	382.5
957.557	374
959.439	378
961.32	365.4
963.201	374.5
965.08	381.8
966.958	391.2
968.836	390.3
970.712	383.2
972.587	390.3
974.461	388.9
976.334	396
978.207	391.8
980.078	395.9
981.948	393.2
983.817	395.2
985.685	377.7
987.553	377.7
989.419	387
991.284	381.8
993.148	393.7
995.011	394.5
996.873	423
998.734	463.3
1000.594	517.4
1002.453	584.9
1004.311	629.5
1006.169	645.5
1008.025	645.7
1009.88	599.1
1011.734	547.3
1013.587	474.1
1015.439	426.9
1017.29	404.9
1019.14	393.3
1020.989	376.5
1022.837	378.9
1024.683	389.8
1026.529	390.4
1028.374	389.4
1030.218	383.7
1032.061	385.1
1033.903	386
1035.744	397
1037.584	378.5
1039.423	377.2
1041.26	379.9
1043.097	377
1044.933	381
1046.768	385
1048.602	385.3
1050.435	380.2
1052.266	375.1
1054.097	387.5
1055.927	392.7
1057.756	387.5
1059.583	393
1061.41	407.7
1063.236	424.8
1065.061	427.2
1066.884	436.6
1068.707	464
1070.529	485.1
1072.349	508.8
1074.169	521.8
1075.988	545.2
1077.805	571.8
1079.622	580
1081.437	597.4
1083.252	625.2
1085.066	635.1
1086.878	681.2
1088.69	719.5
1090.5	784.4
1092.31	915.8
1094.118	1188.3
1095.926	1702.9
1097.732	2553.6
1099.538	3593.1
1101.342	4439.7
1103.146	4768.2
1104.948	4662.8
1106.75	4096.3
1108.55	3111
1110.349	2077.7
1112.148	1425.2
1113.945	1012.6
1115.742	738
1117.537	591
1119.331	506.8
1121.125	463.7
1122.917	443.6
1124.708	419.4
1126.499	412.1
1128.288	423.1
1130.076	415.6
1131.864	414.4
1133.65	425.5
1135.435	426.1
1137.219	421.3
1139.003	426.4
1140.785	440.2
1142.566	444.8
1144.346	473.7
1146.126	527.8
1147.904	598.3
1149.681	695.4
1151.457	816.8
1153.232	905.7
1155.006	973.5
1156.78	960.8
1158.552	928.6
1160.323	839.2
1162.093	770.7
1163.862	727.4
1165.63	690.4
1167.397	662.7
1169.163	620.4
1170.928	583
1172.692	544.3
1174.455	490.9
1176.217	464.8
1177.978	464.8
1179.738	459.6
1181.497	468.3
1183.255	496.5
1185.012	541.8
1186.768	608.4
1188.523	722.3
1190.277	921
1192.03	1175.1
1193.782	1446.6
1195.532	1678.8
1197.282	1808.6
1199.031	1797.1
1200.779	1614.1
1202.526	1383.6
1204.272	1110.3
1206.016	931.6
1207.76	791.9
1209.503	720.1
1211.245	664.7
1212.986	625.9
1214.725	577.1
1216.464	532.6
1218.202	490.5
1219.939	441.8
1221.674	425.6
1223.409	402.3
1225.143	386.9
1226.875	385.2
1228.607	371.9
1230.338	360.5
1232.067	356.6
1233.796	354.6
1235.523	345.4
1237.25	360.6
1238.976	351.6
1240.7	359.1
